customer_id,churn_flag,churn_probability_score,likely_churn_date
3497,1,0.8,2026-07-26
3498,1,0.5,2026-07-05
3499,1,0.8,2026-07-14
3500,1,0.5,2026-07-10
3501,1,0.8,2026-07-04
3502,1,0.8,2026-07-29
3503,0,0.1,
3504,1,0.5,2026-07-12
3505,0,0.5,
3506,0,0.1,
3507,0,0.8,
3508,1,0.5,2026-07-19
3509,1,0.8,2026-07-24
3510,1,0.8,2026-07-17
3511,1,0.8,2026-07-16
3512,0,0.5,
3513,1,0.8,2026-07-05
3514,0,0.3,
3515,0,0.8,
3516,0,0.5,
3517,1,0.8,2026-07-17
3518,0,0.5,
3519,1,0.8,2026-07-01
3520,0,0.8,
3521,1,0.8,2026-07-08
3522,0,0.8,
3523,1,0.3,2026-07-26
3524,1,0.8,2026-07-01
3525,0,0.5,
3526,1,0.8,2026-07-21
3527,0,0.5,
3528,1,0.8,2026-07-10
3529,1,0.8,2026-07-05
3530,1,0.5,2026-07-21
3531,1,0.8,2026-07-12
3532,1,0.8,2026-07-26
3533,1,0.8,2026-07-10
3534,1,0.8,2026-07-03
3535,0,0.5,
3536,0,0.5,
3537,0,0.3,
3538,0,0.1,
3539,1,0.8,2026-07-26
3540,1,0.8,2026-07-18
3541,0,0.5,
3542,1,0.8,2026-07-04
3543,1,0.5,2026-07-28
3544,0,0.5,
3545,1,0.8,2026-07-19
3546,0,0.8,
3547,1,0.8,2026-07-12
3548,0,0.5,
3549,1,0.8,2026-07-04
3550,0,0.5,
3551,0,0.8,
3552,1,0.8,2026-07-12
3553,1,0.5,2026-07-02
3554,0,0.5,
3555,1,0.5,2026-07-05
3556,1,0.5,2026-07-06
3557,1,0.5,2026-07-09
3558,0,0.5,
3559,0,0.8,
3560,0,0.1,
3561,1,0.8,2026-06-30
3562,1,0.8,2026-07-08
3563,0,0.8,
3564,1,0.8,2026-07-19
3565,1,0.8,2026-07-07
3566,1,0.8,2026-07-21
3567,1,0.8,2026-07-11
3568,1,0.8,2026-07-11
3569,1,0.5,2026-07-03
3570,1,0.5,2026-07-04
3571,1,0.8,2026-07-07
3572,1,0.8,2026-07-06
3573,1,0.8,2026-07-01
3574,1,0.8,2026-07-23
3575,1,0.5,2026-07-03
3576,1,0.8,2026-07-03
3577,1,0.8,2026-07-09
3578,1,0.8,2026-07-04
3579,0,0.5,
3580,1,0.8,2026-07-15
3581,1,0.5,2026-07-23
3582,0,0.3,
3583,1,0.5,2026-07-07
3584,0,0.5,
3585,0,0.3,
3586,1,0.8,2026-07-13
3587,1,0.8,2026-07-25
3588,1,0.8,2026-07-17
3589,1,0.8,2026-07-16
3590,1,0.8,2026-07-21
3591,0,0.5,
3592,1,0.8,2026-07-12
3593,0,0.5,
3594,0,0.5,
3595,0,0.8,
3596,0,0.3,
3597,1,0.5,2026-07-19
3598,1,0.8,2026-07-26
3599,1,0.8,2026-07-12
3600,0,0.8,
3601,0,0.5,
3602,1,0.8,2026-07-18
3603,1,0.8,2026-07-01
3604,1,0.8,2026-07-09
3605,1,0.5,2026-07-17
3606,1,0.8,2026-07-25
3607,1,0.5,2026-07-17
3608,0,0.5,
3609,1,0.8,2026-07-11
3610,1,0.5,2026-07-16
3611,0,0.8,
3612,1,0.8,2026-07-15
3613,0,0.1,
3614,1,0.8,2026-07-06
3615,1,0.8,2026-07-10
3616,1,0.8,2026-07-02
3617,1,0.5,2026-07-01
3618,0,0.8,
3619,1,0.3,2026-07-28
3620,1,0.5,2026-07-04
3621,1,0.8,2026-07-11
3622,0,0.8,
3623,1,0.5,2026-07-23
3624,1,0.8,2026-07-15
3625,1,0.8,2026-07-10
3626,1,0.5,2026-07-17
3627,0,0.5,
3628,1,0.8,2026-07-13
3629,1,0.8,2026-07-27
3630,0,0.8,
3631,1,0.5,2026-07-28
3632,1,0.5,2026-07-10
3633,1,0.8,2026-07-27
3634,1,0.8,2026-07-17
3635,1,0.8,2026-07-24
3636,1,0.5,2026-07-23
3637,1,0.8,2026-07-28
3638,0,0.1,
3639,1,0.5,2026-07-29
3640,1,0.5,2026-07-22
3641,1,0.8,2026-07-28
3642,1,0.8,2026-07-21
3643,0,0.5,
3644,1,0.8,2026-07-01
3645,0,0.5,
3646,1,0.5,2026-07-20
3647,1,0.8,2026-07-20
3648,1,0.8,2026-07-04
3649,1,0.8,2026-07-12
3650,1,0.8,2026-07-18
3651,0,0.5,
3652,1,0.8,2026-07-17
3653,1,0.8,2026-07-03
3654,1,0.8,2026-07-14
3655,1,0.8,2026-07-29
3656,1,0.5,2026-07-29
3657,0,0.5,
3658,1,0.8,2026-07-22
3659,1,0.8,2026-07-09
3660,1,0.5,2026-07-01
3661,1,0.5,2026-07-11
3662,0,0.5,
3663,1,0.8,2026-07-17
3664,1,0.8,2026-07-25
3665,0,0.3,
3666,1,0.5,2026-07-19
3667,1,0.8,2026-07-18
3668,1,0.5,2026-07-04
3669,0,0.8,
3670,0,0.5,
3671,1,0.8,2026-07-26
3672,0,0.5,
3673,1,0.5,2026-06-30
3674,0,0.1,
3675,1,0.5,2026-07-14
3676,0,0.5,
3677,1,0.8,2026-07-15
3678,0,0.1,
3679,1,0.5,2026-07-06
3680,0,0.5,
3681,1,0.8,2026-07-29
3682,1,0.5,2026-07-24
3683,0,0.3,
3684,0,0.5,
3685,1,0.5,2026-07-23
3686,1,0.8,2026-07-25
3687,0,0.1,
3688,1,0.5,2026-07-21
3689,1,0.5,2026-07-02
3690,0,0.5,
3691,1,0.8,2026-07-27
3692,0,0.8,
3693,1,0.5,2026-07-22
3694,0,0.3,
3695,1,0.8,2026-07-29
3696,1,0.8,2026-07-22
3697,0,0.5,
3698,1,0.8,2026-07-22
3699,1,0.5,2026-07-16
3700,1,0.5,2026-07-04
3701,0,0.5,
3702,0,0.8,
3703,0,0.8,
3704,1,0.8,2026-07-06
3705,1,0.8,2026-07-26
3706,1,0.8,2026-07-02
3707,0,0.5,
3708,0,0.5,
3709,1,0.5,2026-07-20
3710,0,0.1,
3711,1,0.8,2026-07-12
3712,1,0.8,2026-07-25
3713,0,0.5,
3714,0,0.5,
3715,1,0.8,2026-07-11
3716,1,0.8,2026-07-27
3717,1,0.8,2026-07-02
3718,1,0.8,2026-07-19
3719,0,0.5,
3720,1,0.5,2026-07-11
3721,1,0.8,2026-07-17
3722,1,0.5,2026-07-09
3723,1,0.8,2026-07-27
3724,1,0.5,2026-07-08
3725,1,0.8,2026-07-20
3726,1,0.8,2026-07-02
3727,1,0.8,2026-07-20
3728,0,0.1,
3729,1,0.8,2026-07-17
3730,1,0.8,2026-07-01
3731,0,0.5,
3732,0,0.5,
3733,1,0.8,2026-07-14
3734,1,0.8,2026-07-17
3735,1,0.5,2026-07-24
3736,0,0.5,
3737,1,0.8,2026-07-18
3738,1,0.5,2026-07-04
3739,0,0.3,
3740,1,0.5,2026-07-23
3741,1,0.5,2026-07-21
3742,1,0.8,2026-07-18
3743,1,0.5,2026-07-28
3744,1,0.8,2026-07-08
3745,1,0.8,2026-07-10
3746,1,0.8,2026-07-20
3747,1,0.5,2026-07-01
3748,1,0.8,2026-07-05
3749,0,0.8,
3750,1,0.8,2026-07-24
3751,1,0.8,2026-07-18
3752,0,0.5,
3753,1,0.5,2026-07-04
3754,1,0.8,2026-07-23
3755,1,0.8,2026-07-06
3756,1,0.5,2026-07-01
3757,0,0.5,
3758,1,0.8,2026-07-09
3759,1,0.8,2026-07-08
3760,1,0.8,2026-07-06
3761,1,0.5,2026-07-04
3762,0,0.5,
3763,1,0.8,2026-07-10
3764,1,0.1,2026-07-24
3765,0,0.5,
3766,1,0.8,2026-07-21
3767,1,0.8,2026-07-19
3768,1,0.8,2026-07-04
3769,1,0.8,2026-07-10
3770,0,0.5,
3771,0,0.5,
3772,1,0.8,2026-07-13
3773,0,0.8,
3774,1,0.5,2026-07-11
3775,1,0.5,2026-07-08
3776,1,0.8,2026-07-25
3777,0,0.5,
3778,0,0.1,
3779,1,0.8,2026-07-04
3780,1,0.8,2026-07-11
3781,1,0.5,2026-07-01
3782,1,0.8,2026-07-16
3783,1,0.8,2026-07-28
3784,0,0.8,
3785,0,0.8,
3786,1,0.8,2026-07-11
3787,1,0.8,2026-07-29
3788,1,0.8,2026-06-30
3789,0,0.5,
3790,1,0.8,2026-07-17
3791,1,0.5,2026-07-16
3792,0,0.5,
3793,1,0.8,2026-07-18
3794,0,0.3,
3795,0,0.5,
3796,1,0.8,2026-07-10
3797,1,0.5,2026-07-23
3798,0,0.8,
3799,1,0.5,2026-07-12
3800,1,0.8,2026-07-09
3801,1,0.8,2026-07-03
3802,1,0.8,2026-07-12
3803,1,0.8,2026-07-20
3804,1,0.8,2026-07-26
3805,1,0.5,2026-07-04
3806,1,0.5,2026-07-01
3807,0,0.5,
3808,0,0.5,
3809,1,0.8,2026-07-07
3810,0,0.8,
3811,1,0.8,2026-07-06
3812,1,0.8,2026-07-28
3813,1,0.5,2026-07-14
3814,1,0.8,2026-07-09
3815,1,0.8,2026-07-01
3816,1,0.8,2026-07-06
3817,1,0.8,2026-07-28
3818,1,0.5,2026-07-29
3819,1,0.8,2026-07-25
3820,0,0.8,
3821,1,0.8,2026-07-17
3822,1,0.8,2026-07-13
3823,1,0.8,2026-07-08
3824,1,0.8,2026-07-14
3825,1,0.5,2026-07-17
3826,1,0.8,2026-07-23
3827,1,0.5,2026-07-15
3828,1,0.8,2026-07-15
3829,0,0.8,
3830,0,0.8,
3831,1,0.5,2026-07-01
3832,1,0.5,2026-07-17
3833,1,0.8,2026-07-18
3834,0,0.1,
3835,1,0.8,2026-07-25
3836,0,0.5,
3837,1,0.8,2026-07-28
3838,1,0.5,2026-07-19
3839,1,0.5,2026-06-30
3840,1,0.8,2026-07-25
3841,1,0.8,2026-07-03
3842,1,0.5,2026-07-18
3843,0,0.5,
3844,1,0.5,2026-07-22
3845,0,0.5,
3846,1,0.8,2026-07-28
3847,0,0.8,
3848,1,0.5,2026-07-22
3849,0,0.8,
3850,1,0.5,2026-07-02
3851,1,0.8,2026-07-15
3852,0,0.1,
3853,1,0.8,2026-07-12
3854,1,0.8,2026-07-12
3855,1,0.5,2026-07-01
3856,1,0.5,2026-06-30
3857,0,0.3,
3858,0,0.8,
3859,1,0.8,2026-07-24
3860,1,0.5,2026-07-22
3861,1,0.8,2026-07-09
3862,0,0.8,
3863,0,0.3,
3864,0,0.5,
3865,0,0.5,
3866,1,0.5,2026-07-05
3867,0,0.8,
3868,1,0.8,2026-07-04
3869,1,0.8,2026-07-05
3870,1,0.8,2026-07-16
3871,1,0.8,2026-07-01
3872,0,0.5,
3873,1,0.8,2026-07-19
3874,1,0.5,2026-07-29
3875,0,0.8,
3876,1,0.5,2026-07-06
3877,0,0.8,
3878,1,0.8,2026-07-23
3879,1,0.5,2026-07-28
3880,0,0.1,
3881,1,0.8,2026-07-29
3882,1,0.5,2026-07-02
3883,1,0.5,2026-07-08
3884,0,0.8,
3885,1,0.5,2026-07-27
3886,0,0.5,
3887,1,0.8,2026-07-23
3888,0,0.5,
3889,1,0.8,2026-07-26
3890,1,0.5,2026-07-04
3891,1,0.8,2026-06-30
3892,1,0.8,2026-07-18
3893,0,0.1,
3894,0,0.8,
3895,1,0.5,2026-07-06
3896,1,0.8,2026-07-03
3897,1,0.5,2026-07-19
3898,1,0.5,2026-07-23
3899,1,0.8,2026-07-20
3900,0,0.5,
3901,1,0.8,2026-06-30
3902,0,0.8,
3903,1,0.8,2026-07-08
3904,1,0.8,2026-07-15
3905,1,0.5,2026-07-20
3906,1,0.8,2026-07-02
3907,1,0.5,2026-07-19
3908,1,0.8,2026-07-02
3909,1,0.8,2026-07-24
3910,0,0.8,
3911,1,0.8,2026-07-10
3912,1,0.8,2026-07-26
3913,0,0.5,
3914,0,0.5,
3915,1,0.8,2026-06-30
3916,0,0.5,
3917,0,0.1,
3918,1,0.8,2026-07-01
3919,1,0.8,2026-07-07
3920,1,0.8,2026-07-26
3921,1,0.8,2026-07-17
3922,1,0.5,2026-07-16
3923,0,0.8,
3924,1,0.5,2026-07-27
3925,0,0.8,
3926,1,0.8,2026-07-06
3927,0,0.8,
3928,1,0.8,2026-07-28
3929,1,0.8,2026-07-04
3930,0,0.5,
3931,1,0.5,2026-07-23
3932,0,0.5,
3933,1,0.8,2026-07-18
3934,0,0.8,
3935,1,0.8,2026-07-22
3936,1,0.8,2026-07-14
3937,1,0.5,2026-07-21
3938,1,0.5,2026-07-04
3939,1,0.8,2026-07-07
3940,1,0.5,2026-07-02
3941,1,0.8,2026-07-29
3942,1,0.8,2026-07-18
3943,1,0.8,2026-07-27
3944,1,0.5,2026-07-01
3945,0,0.8,
3946,0,0.5,
3947,0,0.5,
3948,0,0.8,
3949,0,0.3,
3950,0,0.5,
3951,0,0.1,
3952,1,0.8,2026-07-13
3953,1,0.8,2026-07-15
3954,1,0.8,2026-07-07
3955,0,0.8,
3956,1,0.8,2026-07-08
3957,0,0.5,
3958,0,0.8,
3959,0,0.5,
3960,1,0.8,2026-07-20
3961,1,0.8,2026-07-10
3962,1,0.5,2026-06-30
3963,0,0.5,
3964,0,0.5,
3965,1,0.8,2026-07-16
3966,1,0.8,2026-07-04
3967,0,0.1,
3968,1,0.8,2026-07-13
3969,1,0.8,2026-07-03
3970,0,0.3,
3971,0,0.5,
3972,1,0.5,2026-07-18
3973,1,0.5,2026-07-25
3974,1,0.5,2026-07-22
3975,1,0.8,2026-07-26
3976,1,0.8,2026-07-07
3977,1,0.8,2026-07-15
3978,0,0.1,
3979,0,0.8,
3980,1,0.8,2026-07-27
3981,1,0.8,2026-07-10
3982,0,0.1,
3983,0,0.5,
3984,0,0.5,
3985,1,0.8,2026-07-11
3986,0,0.5,
3987,1,0.5,2026-07-06
3988,1,0.5,2026-07-29
3989,0,0.8,
3990,1,0.5,2026-07-21
3991,1,0.8,2026-07-05
3992,0,0.5,
3993,1,0.5,2026-07-10
3994,0,0.8,
3995,1,0.8,2026-07-22
3996,1,0.5,2026-07-15
3997,0,0.8,
3998,1,0.8,2026-06-30
3999,1,0.8,2026-07-15
4000,1,0.8,2026-07-06
4001,0,0.1,
4002,1,0.8,2026-07-13
4003,1,0.8,2026-07-14
4004,1,0.5,2026-07-15
4005,1,0.8,2026-07-16
4006,1,0.8,2026-07-11
4007,0,0.5,
4008,1,0.8,2026-06-30
4009,1,0.8,2026-07-09
4010,1,0.8,2026-07-08
4011,0,0.3,
4012,1,0.8,2026-07-20
4013,1,0.8,2026-07-01
4014,1,0.5,2026-07-19
4015,0,0.5,
4016,1,0.5,2026-07-14
4017,0,0.8,
4018,1,0.8,2026-07-27
4019,0,0.3,
4020,1,0.8,2026-07-18
4021,1,0.8,2026-07-26
4022,1,0.8,2026-07-01
4023,0,0.3,
4024,0,0.1,
4025,0,0.5,
4026,1,0.8,2026-07-10
4027,1,0.5,2026-07-24
4028,1,0.8,2026-07-24
4029,1,0.5,2026-07-25
4030,0,0.5,
4031,0,0.5,
4032,1,0.8,2026-07-23
4033,0,0.5,
4034,1,0.8,2026-06-30
4035,0,0.8,
4036,0,0.5,
4037,1,0.5,2026-07-05
4038,0,0.5,
4039,0,0.5,
4040,1,0.3,2026-07-05
4041,0,0.8,
4042,1,0.8,2026-07-15
4043,1,0.8,2026-07-01
4044,1,0.8,2026-07-18
4045,1,0.8,2026-07-26
4046,1,0.5,2026-07-19
4047,0,0.5,
4048,0,0.5,
4049,1,0.5,2026-07-08
4050,0,0.5,
4051,0,0.5,
4052,1,0.5,2026-07-02
4053,1,0.8,2026-07-09
4054,0,0.5,
4055,1,0.8,2026-07-10
4056,1,0.8,2026-07-25
4057,1,0.5,2026-07-15
4058,1,0.8,2026-07-15
4059,0,0.5,
4060,0,0.5,
4061,0,0.5,
4062,1,0.5,2026-07-04
4063,0,0.5,
4064,1,0.5,2026-07-03
4065,1,0.8,2026-07-08
4066,1,0.8,2026-07-21
4067,0,0.8,
4068,1,0.8,2026-07-19
4069,1,0.5,2026-07-26
4070,0,0.5,
4071,0,0.5,
4072,1,0.8,2026-07-18
4073,1,0.8,2026-07-28
4074,1,0.8,2026-07-21
4075,0,0.5,
4076,1,0.5,2026-07-09
4077,1,0.8,2026-07-12
4078,1,0.5,2026-07-05
4079,1,0.5,2026-07-25
4080,0,0.5,
4081,1,0.8,2026-07-13
4082,1,0.8,2026-07-18
4083,0,0.5,
4084,1,0.5,2026-07-23
4085,1,0.8,2026-06-30
4086,0,0.5,
4087,1,0.8,2026-07-23
4088,0,0.5,
4089,1,0.5,2026-07-03
4090,1,0.5,2026-07-17
4091,1,0.8,2026-07-27
4092,1,0.8,2026-07-21
4093,1,0.5,2026-07-03
4094,1,0.8,2026-07-11
4095,1,0.8,2026-07-26
4096,0,0.5,
4097,0,0.5,
4098,1,0.8,2026-07-22
4099,0,0.5,
4100,1,0.5,2026-07-22
4101,0,0.3,
4102,1,0.8,2026-07-15
4103,1,0.8,2026-07-29
4104,1,0.8,2026-07-19
4105,1,0.5,2026-07-14
4106,1,0.5,2026-07-23
4107,0,0.5,
4108,1,0.8,2026-07-15
4109,0,0.5,
4110,1,0.8,2026-07-14
4111,1,0.8,2026-07-25
4112,1,0.5,2026-07-25
4113,0,0.5,
4114,1,0.8,2026-07-16
4115,0,0.5,
4116,1,0.8,2026-07-29
4117,1,0.8,2026-07-17
4118,1,0.8,2026-07-20
4119,0,0.5,
4120,1,0.8,2026-07-05
4121,0,0.5,
4122,1,0.5,2026-07-18
4123,1,0.8,2026-06-30
4124,1,0.8,2026-07-14
4125,0,0.5,
4126,1,0.8,2026-07-07
4127,0,0.8,
4128,0,0.5,
4129,0,0.8,
4130,1,0.8,2026-07-05
4131,1,0.5,2026-07-16
4132,1,0.5,2026-07-26
4133,1,0.8,2026-07-26
4134,1,0.8,2026-07-10
4135,0,0.8,
4136,1,0.8,2026-07-26
4137,0,0.5,
4138,0,0.5,
4139,1,0.8,2026-07-28
4140,1,0.8,2026-07-03
4141,1,0.5,2026-07-11
4142,1,0.8,2026-06-30
4143,1,0.5,2026-07-23
4144,1,0.8,2026-07-17
4145,0,0.5,
4146,0,0.5,
4147,0,0.5,
4148,0,0.5,
4149,1,0.8,2026-07-06
4150,1,0.8,2026-07-15
4151,1,0.8,2026-07-18
4152,1,0.8,2026-07-12
4153,1,0.8,2026-07-05
4154,1,0.8,2026-07-14
4155,0,0.5,
4156,0,0.5,
4157,1,0.8,2026-07-28
4158,0,0.5,
4159,1,0.5,2026-07-03
4160,0,0.5,
4161,1,0.5,2026-07-22
4162,1,0.8,2026-07-26
4163,0,0.8,
4164,1,0.5,2026-07-01
4165,0,0.5,
4166,1,0.8,2026-07-01
4167,1,0.5,2026-07-09
4168,1,0.5,2026-07-08
4169,1,0.8,2026-07-19
4170,1,0.5,2026-07-18
4171,0,0.5,
4172,1,0.8,2026-07-02
4173,1,0.8,2026-07-24
4174,1,0.8,2026-07-15
4175,1,0.8,2026-07-25
4176,1,0.8,2026-07-22
4177,0,0.5,
4178,1,0.8,2026-07-26
4179,0,0.5,
4180,1,0.8,2026-06-30
4181,0,0.8,
4182,1,0.8,2026-07-06
4183,0,0.5,
4184,1,0.5,2026-07-08
4185,0,0.5,
4186,1,0.8,2026-07-08
4187,1,0.8,2026-07-09
4188,1,0.5,2026-07-18
4189,1,0.3,2026-07-01
4190,1,0.8,2026-07-15
4191,0,0.5,
4192,1,0.5,2026-07-09
4193,0,0.5,
4194,1,0.5,2026-06-30
4195,1,0.5,2026-07-25
4196,1,0.8,2026-07-01
4197,1,0.5,2026-07-07
4198,0,0.5,
4199,0,0.5,
4200,1,0.5,2026-07-19
4201,1,0.8,2026-07-28
4202,1,0.8,2026-07-27
4203,1,0.8,2026-07-17
4204,0,0.5,
4205,1,0.3,2026-07-14
4206,1,0.8,2026-07-12
4207,1,0.5,2026-06-30
4208,1,0.8,2026-06-30
4209,1,0.5,2026-07-20
4210,1,0.8,2026-07-06
4211,0,0.5,
4212,0,0.5,
4213,0,0.5,
4214,1,0.8,2026-07-16
4215,0,0.5,
4216,1,0.8,2026-07-29
4217,1,0.8,2026-07-09
4218,0,0.8,
4219,0,0.5,
4220,0,0.8,
4221,1,0.5,2026-07-04
4222,0,0.5,
4223,1,0.5,2026-07-10
4224,1,0.8,2026-07-13
4225,1,0.5,2026-07-12
4226,0,0.8,
4227,0,0.1,
4228,1,0.5,2026-07-25
4229,0,0.1,
4230,0,0.8,
4231,1,0.5,2026-07-13
4232,1,0.8,2026-07-06
4233,0,0.5,
4234,1,0.8,2026-07-15
4235,0,0.8,
4236,0,0.8,
4237,1,0.8,2026-07-04
4238,1,0.8,2026-07-27
4239,1,0.8,2026-07-25
4240,1,0.8,2026-06-30
4241,1,0.5,2026-07-07
4242,1,0.5,2026-07-18
4243,1,0.8,2026-07-12
4244,1,0.5,2026-07-28
4245,0,0.8,
4246,1,0.8,2026-07-28
4247,1,0.8,2026-07-01
4248,1,0.5,2026-07-17
4249,1,0.8,2026-07-04
4250,0,0.5,
4251,0,0.5,
4252,0,0.5,
4253,1,0.5,2026-07-14
4254,1,0.5,2026-07-17
4255,0,0.5,
4256,1,0.8,2026-07-11
4257,0,0.5,
4258,1,0.5,2026-07-25
4259,0,0.3,
4260,1,0.8,2026-07-11
4261,0,0.5,
4262,0,0.8,
4263,1,0.8,2026-06-30
4264,1,0.5,2026-07-16
4265,0,0.8,
4266,0,0.5,
4267,1,0.8,2026-07-16
4268,0,0.5,
4269,1,0.8,2026-07-06
4270,0,0.5,
4271,0,0.8,
4272,1,0.5,2026-07-27
4273,0,0.8,
4274,1,0.8,2026-07-28
4275,0,0.1,
4276,1,0.8,2026-07-29
4277,1,0.8,2026-07-10
4278,0,0.5,
4279,1,0.8,2026-07-07
4280,1,0.8,2026-07-24
4281,1,0.8,2026-07-08
4282,0,0.5,
4283,1,0.8,2026-07-26
4284,0,0.8,
4285,0,0.5,
4286,1,0.5,2026-07-29
4287,1,0.8,2026-07-02
4288,0,0.8,
4289,1,0.5,2026-07-19
4290,1,0.8,2026-07-11
4291,0,0.5,
4292,0,0.3,
4293,1,0.8,2026-07-02
4294,1,0.8,2026-07-11
4295,1,0.5,2026-07-01
4296,0,0.8,
4297,1,0.5,2026-07-02
4298,0,0.5,
4299,1,0.8,2026-07-19
4300,1,0.8,2026-06-30
4301,1,0.8,2026-06-30
4302,1,0.8,2026-07-18
4303,1,0.8,2026-07-04
4304,1,0.8,2026-07-13
4305,1,0.8,2026-07-04
4306,1,0.8,2026-07-24
4307,1,0.5,2026-07-29
4308,0,0.5,
4309,1,0.8,2026-07-09
4310,0,0.5,
4311,1,0.8,2026-07-29
4312,0,0.5,
4313,1,0.5,2026-07-20
4314,0,0.8,
4315,1,0.8,2026-07-01
4316,1,0.5,2026-07-22
4317,1,0.5,2026-07-24
4318,0,0.8,
4319,0,0.8,
4320,1,0.5,2026-07-17
4321,1,0.8,2026-07-22
4322,1,0.8,2026-07-04
4323,0,0.1,
4324,1,0.8,2026-07-13
4325,1,0.5,2026-07-15
4326,0,0.5,
4327,1,0.5,2026-07-12
4328,0,0.8,
4329,1,0.5,2026-07-09
4330,1,0.8,2026-07-19
4331,1,0.8,2026-07-17
4332,1,0.5,2026-07-15
4333,0,0.5,
4334,0,0.8,
4335,1,0.8,2026-07-28
4336,1,0.8,2026-07-19
4337,1,0.8,2026-07-22
4338,1,0.8,2026-07-14
4339,1,0.8,2026-07-18
4340,1,0.8,2026-07-05
4341,1,0.8,2026-07-05
4342,0,0.8,
4343,1,0.5,2026-07-21
4344,0,0.5,
4345,0,0.8,
4346,1,0.8,2026-07-09
4347,1,0.5,2026-07-09
4348,0,0.5,
4349,0,0.8,
4350,1,0.5,2026-07-09
4351,1,0.5,2026-07-29
4352,1,0.5,2026-07-03
4353,0,0.5,
4354,0,0.8,
4355,1,0.8,2026-07-04
4356,0,0.5,
4357,1,0.8,2026-07-08
4358,1,0.8,2026-07-09
4359,1,0.8,2026-07-14
4360,1,0.5,2026-07-26
4361,1,0.8,2026-07-10
4362,0,0.5,
4363,1,0.5,2026-07-05
4364,1,0.8,2026-07-03
4365,0,0.5,
4366,1,0.8,2026-07-24
4367,1,0.8,2026-07-29
4368,0,0.5,
4369,0,0.5,
4370,0,0.5,
4371,1,0.8,2026-07-12
4372,1,0.8,2026-07-29
4373,0,0.1,
4374,0,0.5,
4375,0,0.5,
4376,0,0.5,
4377,0,0.8,
4378,1,0.5,2026-07-16
4379,0,0.5,
4380,1,0.5,2026-07-13
4381,1,0.8,2026-07-04
4382,0,0.5,
4383,0,0.1,
4384,1,0.8,2026-07-09
4385,0,0.5,
4386,1,0.8,2026-07-21
4387,0,0.8,
4388,0,0.8,
4389,0,0.8,
4390,0,0.5,
4391,1,0.8,2026-07-08
4392,1,0.8,2026-07-19
4393,1,0.8,2026-07-01
4394,1,0.8,2026-07-14
4395,1,0.8,2026-07-03
4396,0,0.8,
4397,1,0.8,2026-07-18
4398,1,0.8,2026-07-10
4399,1,0.8,2026-07-08
4400,1,0.8,2026-07-23
4401,1,0.5,2026-07-22
4402,0,0.8,
4403,0,0.8,
4404,0,0.5,
4405,1,0.8,2026-07-10
4406,1,0.8,2026-07-03
4407,1,0.8,2026-07-26
4408,0,0.8,
4409,0,0.8,
4410,0,0.5,
4411,0,0.8,
4412,1,0.5,2026-07-05
4413,1,0.8,2026-07-12
4414,1,0.8,2026-07-13
4415,1,0.8,2026-07-13
4416,1,0.5,2026-07-18
4417,1,0.5,2026-07-05
4418,1,0.8,2026-07-10
4419,1,0.5,2026-07-24
4420,1,0.8,2026-07-18
4421,1,0.8,2026-07-17
4422,0,0.5,
4423,1,0.5,2026-07-05
4424,0,0.8,
4425,1,0.8,2026-07-20
4426,1,0.8,2026-07-15
4427,1,0.8,2026-07-10
4428,1,0.5,2026-07-25
4429,1,0.8,2026-07-16
4430,0,0.5,
4431,0,0.8,
4432,1,0.8,2026-07-10
4433,1,0.5,2026-07-07
4434,1,0.5,2026-07-26
4435,0,0.5,
4436,1,0.8,2026-07-09
4437,0,0.8,
4438,1,0.8,2026-07-12
4439,1,0.8,2026-07-01
4440,1,0.8,2026-07-22
4441,0,0.8,
4442,1,0.8,2026-07-21
4443,1,0.8,2026-07-03
4444,1,0.5,2026-07-12
4445,0,0.3,
4446,1,0.8,2026-07-27
4447,1,0.5,2026-07-25
4448,0,0.8,
4449,0,0.5,
4450,1,0.8,2026-07-27
4451,0,0.5,
4452,0,0.5,
4453,1,0.8,2026-07-16
4454,1,0.8,2026-07-08
4455,0,0.5,
4456,1,0.8,2026-07-12
4457,1,0.8,2026-07-28
4458,1,0.8,2026-07-18
4459,1,0.8,2026-07-25
4460,0,0.5,
4461,1,0.8,2026-07-25
4462,1,0.5,2026-07-20
4463,1,0.8,2026-07-17
4464,1,0.8,2026-07-06
4465,0,0.5,
4466,1,0.8,2026-06-30
4467,0,0.5,
4468,0,0.5,
4469,1,0.5,2026-07-18
4470,1,0.8,2026-07-13
4471,1,0.5,2026-07-03
4472,0,0.5,
4473,1,0.8,2026-07-09
4474,1,0.5,2026-07-23
4475,1,0.8,2026-07-05
4476,1,0.8,2026-07-23
4477,1,0.8,2026-07-19
4478,1,0.8,2026-07-17
4479,0,0.5,
4480,1,0.8,2026-07-26
4481,1,0.8,2026-07-29
4482,0,0.8,
4483,1,0.3,2026-07-19
4484,1,0.8,2026-07-12
4485,1,0.8,2026-07-13
4486,1,0.8,2026-07-07
4487,1,0.8,2026-07-24
4488,1,0.5,2026-07-16
4489,1,0.8,2026-07-06
4490,1,0.8,2026-07-04
4491,0,0.3,
4492,0,0.5,
4493,1,0.5,2026-07-05
4494,0,0.5,
4495,1,0.8,2026-07-02
4496,0,0.5,
4497,0,0.8,
4498,0,0.8,
4499,0,0.5,
4500,0,0.5,
