customer_id,account_age_days,login_count_last_30,login_count_last_90,days_since_last_login,content_views_last_30,content_views_last_90,support_tickets_count,support_satisfaction_score,num_features_used,monthly_active_days,avg_session_length_minutes,profile_completion_percentage
3758,1584,2,33,128,110,910,10,3.6212030163766378,5,22,113.84524222017615,97
3759,1176,18,26,174,11,968,11,4.0741360378660865,3,13,8.645997132054639,89
3760,1505,0,51,270,240,342,13,1.2418502712513613,2,20,102.30593510079972,99
3761,1115,21,15,81,307,186,7,2.5965072787535344,2,27,30.11846058479186,44
3762,1215,4,24,251,236,259,11,3.352998778847375,5,30,82.29974695877891,56
3763,1173,29,31,255,210,957,16,2.3378644560774084,9,24,117.60929443945284,92
3764,1063,18,8,22,321,821,12,2.4534607565136417,1,26,54.14131824480545,35
3765,1581,15,4,232,270,209,17,2.2055628431250884,9,23,35.924030757795165,55
3766,1068,25,1,116,130,529,11,2.731438038638132,6,21,37.74605091185487,30
3767,1167,27,37,134,317,132,15,,1,19,6.137453554208237,45
3768,952,27,57,283,444,838,16,,7,25,118.39323658107082,61
3769,1325,23,10,219,252,762,16,3.496699735599034,5,30,35.02563137033903,64
3770,1618,28,5,282,287,674,18,4.986062042189667,10,6,7.754822879946539,53
3771,1235,20,4,236,320,908,11,4.378966650761543,6,4,53.68243661687586,36
3772,1380,3,46,81,105,853,20,,3,19,113.97181558447636,81
3773,1637,12,25,112,10,982,19,1.66052987904115,4,11,102.71390930486905,81
3774,1417,11,33,1,500,250,0,3.570668268000144,2,25,45.62025235329216,37
3775,1048,25,23,349,237,213,5,,3,27,117.08864597391246,75
3776,1566,6,11,285,499,943,10,,5,4,28.054960064697248,98
3777,1594,4,89,19,388,709,12,1.5052607002183116,1,9,65.75973272745253,45
3778,1207,25,88,16,290,243,1,2.3863605945504225,9,9,86.51390456820322,57
3779,1288,29,66,183,227,774,15,4.539905464785502,10,25,65.42505072977241,49
3780,923,8,42,326,348,335,7,1.4199118725880302,2,17,23.03361487308326,48
3781,1575,27,86,96,391,527,4,2.097951258777136,3,18,45.82911822817057,42
3782,1086,16,43,94,445,371,11,3.742244524324021,9,25,65.48408259495413,40
3783,1579,10,43,302,21,249,1,1.4957339935060592,7,23,88.57277220506276,72
3784,1570,27,38,134,379,513,14,3.7008285164596804,6,0,99.82407433159537,67
3785,1157,16,70,144,299,757,3,4.381226996342545,1,16,70.79248957832517,62
3786,1608,9,52,364,148,42,7,1.1070487333422814,7,19,111.98229712641138,74
3787,1347,25,45,307,357,819,6,2.3305650504917947,9,2,103.76233180709443,94
3788,1222,24,17,339,78,457,14,2.200100316018704,8,20,62.11507843720726,93
3789,1456,8,47,294,447,184,11,,2,4,29.934887544409587,87
3790,1502,4,36,300,415,830,7,2.87974866079375,1,0,61.74787858236048,66
3791,984,27,42,186,307,291,17,3.2767625358101413,7,14,108.08464184770312,43
3792,979,13,54,67,101,694,18,2.68709408220622,8,3,22.71437166584725,76
3793,1210,18,28,175,461,30,5,2.7237031294927445,5,19,89.43731912219525,32
3794,1257,12,38,63,400,158,4,3.7181599284015734,7,11,27.694606688663125,38
3795,1249,30,36,188,485,115,20,,2,15,109.2362358556853,36
3796,1181,1,43,144,491,373,10,4.161222943359316,6,11,76.58600938166664,73
3797,1254,28,46,222,410,191,3,3.2329743491504024,4,6,47.89635569861664,91
3798,1256,22,53,212,260,55,17,3.4510458217895437,1,9,118.67892203782709,41
3799,1558,0,64,213,388,734,1,,2,15,15.211359207436669,72
3800,941,21,60,286,164,784,5,,10,14,72.05315930116224,58
3801,963,12,71,196,454,47,19,1.9702793619138137,2,21,83.19660304730316,34
3802,1088,16,73,265,259,559,11,1.0977751606559383,2,1,47.38369101850417,100
3803,1504,6,76,40,47,110,11,1.6928461803111574,3,12,37.779078934908455,34
3804,971,19,90,97,351,694,7,4.761724042018173,7,7,62.47403638478431,35
3805,1284,5,0,340,342,910,7,3.5451260342462727,9,5,113.51825282209796,38
3806,1519,17,68,314,108,540,9,,8,16,16.424063716526433,82
3807,1458,24,57,221,206,254,8,4.217539016458826,1,17,31.747346143293598,95
3808,1090,22,11,95,150,190,12,2.922938593569221,3,23,98.85978763921763,69
3809,1238,8,3,131,237,663,17,,3,24,61.914040661723625,85
3810,1099,13,30,226,304,803,20,1.3716974760025549,9,15,56.01708341278667,68
3811,1510,8,78,290,86,318,12,3.6550056364629295,5,29,114.23534813957694,79
3812,1412,26,78,111,406,582,19,1.9972855178073483,6,10,97.92991612310465,81
3813,1637,9,83,73,100,629,8,,3,20,48.5682876863141,31
3814,1617,27,71,289,412,384,8,3.356599640506534,7,13,81.78227152332636,96
3815,1335,2,15,338,275,186,4,4.162682805833043,4,21,93.79276111529427,47
3816,1166,8,49,286,251,140,5,1.906225665441465,4,7,60.88659406680832,64
3817,951,1,49,345,364,65,6,2.9677592492078992,5,22,106.57382859867997,96
3818,1083,30,41,253,256,250,1,4.1488943496257775,6,18,49.27984907437784,71
3819,1206,21,57,339,204,667,11,2.8414991051678564,7,17,82.85515777949118,36
3820,1096,28,45,172,34,870,4,3.5488054081383615,8,20,53.800144084028155,62
3821,1252,30,77,135,109,991,13,1.6624352773097795,1,11,52.27498782685141,62
3822,1405,30,55,181,98,903,8,1.7102863801214383,1,9,22.356437110116435,95
3823,1387,13,56,128,233,732,3,1.5491521671625725,4,10,14.524539393416045,41
3824,1169,18,67,177,343,966,0,2.6353916637321166,2,7,30.736782188779607,100
3825,1286,10,6,278,44,640,8,4.6497643943318625,3,22,69.70528194741152,90
3826,1482,28,54,210,363,209,5,3.68647279116642,1,24,37.10215862705201,56
3827,1358,6,70,49,0,411,1,3.975939506304276,9,19,116.61241903084016,92
3828,1447,1,4,186,77,129,19,,5,11,57.79972760767307,67
3829,1525,18,52,185,316,612,0,1.530822052749441,1,22,25.72188765112254,84
3830,1608,3,14,148,110,324,16,1.1789888832602275,1,20,60.65770041272423,76
3831,964,3,28,20,219,78,0,1.6125709085799054,3,3,51.16714811490745,88
3832,1211,9,43,102,421,470,3,,8,7,116.13906354422028,49
3833,1011,1,36,125,42,624,4,1.9956429839089487,2,5,52.58329304958345,82
3834,1624,11,50,22,89,226,6,4.6173127118892126,6,10,63.67214249483961,83
3835,1394,24,18,128,232,333,10,2.683945580032552,3,28,11.2259782296568,60
3836,1429,12,80,242,382,58,4,2.2563418481568878,1,0,107.26482473625914,75
3837,1572,28,87,223,281,499,1,1.0109614825012323,8,30,13.741762853035036,39
3838,1537,5,10,357,267,93,12,3.7526242017396774,4,25,25.72624938012255,60
3839,1032,11,24,294,411,235,7,,6,8,65.91839326482825,70
3840,1606,30,10,214,169,484,1,3.3267267136812206,4,4,103.97890942135001,97
3841,1183,7,4,75,138,180,12,2.6490594074093154,9,25,43.447721766153,72
3842,1028,23,14,293,12,146,1,4.424775981152505,2,10,86.66090935505834,99
3843,952,16,4,161,50,51,19,,5,12,94.08928116394462,61
3844,920,7,53,103,391,243,0,3.8346731296851053,6,22,39.80532990584816,89
3845,1591,22,6,1,295,839,17,1.4780719401127227,5,7,56.84627906861719,87
3846,1390,1,81,331,75,98,14,,5,14,12.071081830573823,53
3847,1595,10,90,358,447,637,5,3.719846005281038,4,27,29.399492225415685,90
3848,1229,2,57,328,430,867,17,3.1167444619071696,8,12,74.5899643086771,77
3849,1191,1,45,309,48,505,7,4.096922742211951,4,0,92.79946975906314,38
3850,1401,1,87,177,369,371,18,,7,19,93.44397833975081,54
3851,1088,7,83,37,249,602,6,2.5031716015196563,8,0,64.70020058936021,62
3852,1418,23,38,22,197,358,20,,6,26,22.162836697686018,72
3853,1583,18,25,188,239,21,15,4.961877387231516,6,0,71.30317047246075,80
3854,1497,5,1,240,275,901,20,1.5888196424410626,3,14,17.725836424612776,50
3855,1125,13,3,65,500,954,20,4.150543562758472,2,3,69.52799536401517,95
3856,1344,27,2,60,13,620,7,1.012911069024653,2,18,37.008886166635506,30
3857,1401,26,71,34,334,478,1,,4,4,62.453326354800836,81
3858,1051,21,21,270,12,352,16,4.293122485010251,8,25,10.721537133545315,65
3859,1314,21,75,237,68,714,12,4.5237651753082275,2,3,69.7643379019419,84
3860,1049,20,83,307,465,410,9,4.856561913813862,8,6,78.1100896489807,76
3861,1028,12,89,288,351,114,18,1.5971855532204757,6,27,98.83477500588862,45
3862,952,6,47,205,122,876,18,3.651582493172993,5,23,66.02438535526477,52
3863,1312,11,5,24,253,365,3,3.9880302031542008,9,13,78.48065018193142,54
3864,1398,11,69,61,282,133,3,2.986550130311854,9,14,113.54531651544134,66
3865,1331,15,57,310,122,382,19,3.666671057882729,6,20,68.2576024554142,57
3866,1494,17,30,190,197,618,18,4.006903622275464,3,11,21.628462179731173,34
3867,964,26,10,313,102,63,12,2.7031430196884876,10,3,22.100942312741406,92
3868,1107,3,73,45,291,430,18,1.8432754686343942,4,21,9.320747215167163,39
3869,1414,7,71,244,285,221,1,2.573259458850902,3,16,96.7518730079757,91
3870,1217,11,29,120,168,863,10,,3,1,20.61141709831085,65
3871,1333,24,70,251,129,491,16,,3,17,23.129013637986475,55
3872,1359,9,47,62,231,236,18,4.202574227080783,3,18,30.418255213729783,86
3873,1578,20,58,261,220,343,0,3.270632107586343,5,21,87.94042597173419,86
3874,1070,11,82,331,28,323,10,3.770892848377428,8,23,60.48933189222283,40
3875,1035,14,38,104,37,936,4,1.8467316419425441,6,6,45.22034938244546,94
3876,1461,29,89,39,35,706,10,1.1266303913905844,10,4,108.49213165342321,88
3877,999,5,6,316,139,527,1,1.7523806804578035,10,22,103.28396013314563,87
3878,945,20,45,213,95,903,19,,4,18,16.54829585401501,98
3879,1203,12,58,2,412,533,17,1.0662908375184452,10,24,36.31175209731133,64
3880,1071,8,13,30,402,734,2,,3,27,60.9802270654217,90
3881,1133,8,79,98,178,285,18,,1,3,102.84207672123402,39
3882,1592,16,69,327,314,425,19,3.4898070288151866,2,6,115.32929914367726,61
3883,1288,11,57,164,107,541,9,4.550955791299371,2,3,15.252539495895332,93
3884,982,1,24,153,234,378,12,,2,27,117.43318759849927,82
3885,953,9,87,82,196,191,9,2.3372921618399465,6,9,52.86597280764142,50
3886,1250,0,22,63,425,236,10,4.172186833303755,10,22,85.01315377284567,48
3887,1103,21,31,291,145,4,15,1.3334401175603037,8,7,81.6369179557036,59
3888,1314,8,49,196,467,63,19,4.332800862973409,5,15,83.79575156198848,36
3889,927,13,6,127,474,584,16,1.3079669788918298,8,18,119.44945476193664,75
3890,1214,3,50,97,172,136,2,,2,23,25.391934924217544,51
3891,1222,5,37,324,54,499,10,2.5318790231524506,1,28,74.84786777798101,85
3892,1488,8,85,43,270,749,10,,4,6,82.52280900375371,85
3893,1333,12,46,6,71,530,10,3.38912909627331,2,10,109.05094451886313,70
3894,1255,17,14,224,331,627,3,3.9081085763407932,9,5,70.06925647592259,72
3895,1452,5,38,303,91,174,2,4.451147947196461,2,20,37.56113568994197,64
3896,1090,16,14,148,56,291,0,1.8655964379181689,9,30,46.60895757181385,80
3897,1156,28,73,297,97,594,3,,3,13,41.96645481654381,30
3898,1394,28,15,83,420,727,0,,5,28,9.940224830037968,36
3899,1410,19,64,331,154,718,9,4.918770656084908,9,30,64.86577682171335,81
3900,1333,11,79,152,278,75,17,,3,30,96.91834039228897,45
3901,916,7,84,197,234,908,10,4.806585225515997,7,9,115.00806064462458,45
3902,1493,29,40,97,407,153,3,1.1017456618675698,2,3,26.929131091297986,96
3903,1166,10,17,111,52,367,12,3.1344809760899106,3,28,115.93410132169421,67
3904,1581,5,69,128,478,732,0,1.5902058744850134,5,12,25.02786743199078,80
3905,1065,15,10,322,124,799,5,,3,10,33.39315803936705,62
3906,1218,5,30,274,217,451,1,2.8963475640077934,1,9,93.86716235787263,55
3907,1214,20,81,338,338,604,17,3.8243168267586443,7,22,50.44099021438381,90
3908,1070,9,6,276,358,897,15,1.5363741241407025,1,14,79.78320091124438,52
3909,1098,25,37,352,26,20,7,3.7958319495855433,6,27,13.39989574363123,93
3910,1503,30,18,145,408,473,4,1.7313874790746144,6,9,106.81671479675262,85
3911,1243,23,85,272,303,687,6,2.941584408226286,7,24,88.25057748446453,59
3912,1392,18,70,163,358,189,7,1.4135922433417396,9,5,96.4290905871179,95
3913,1379,18,24,195,331,196,20,,8,17,79.85464493963958,96
3914,1432,0,61,20,140,184,20,2.40912711333594,8,24,79.80045453878694,40
3915,1302,16,78,308,188,592,7,,2,23,54.03387634750155,53
3916,978,21,10,333,97,326,7,2.8703170633290664,1,11,5.786202913045995,90
3917,1560,27,83,1,253,490,11,,9,17,110.66509421205191,68
3918,1180,18,36,337,295,624,19,2.597995018894069,6,14,48.456750460158354,83
3919,1261,22,53,64,393,72,7,1.0459389928539582,6,29,71.56211429250494,39
3920,1546,19,32,282,143,757,11,,3,5,108.5258443105261,72
3921,1092,10,12,100,418,866,6,3.9699840643228934,10,2,45.36715726425278,42
3922,1445,18,52,106,337,705,11,,2,0,73.61478855634418,93
3923,1588,9,43,54,344,235,13,,6,23,74.62171585208839,72
3924,1366,23,3,128,33,503,7,4.6863160403254565,3,4,32.28465761984667,47
3925,1254,13,89,249,431,514,14,4.8311533045631165,4,28,114.92207355794908,52
3926,951,6,81,279,57,143,16,,2,28,96.13196790530073,97
3927,1021,26,79,334,371,583,7,4.442877570009453,8,23,83.4288950110603,70
3928,1023,28,17,61,36,924,5,2.268695054888451,10,13,33.07935559826571,93
3929,1600,28,27,36,44,313,19,1.8233779739917968,2,28,6.8571212111103,98
3930,1566,16,51,82,498,246,1,3.9280131687774724,6,25,116.67443671724581,63
3931,1448,21,3,13,120,833,17,,1,7,86.07318541415331,68
3932,1039,17,47,47,346,38,1,,9,4,40.02342737255479,62
3933,953,0,69,44,229,46,4,4.8900602287845825,2,13,77.95684559842624,90
3934,1068,17,57,328,405,647,6,,2,9,70.3052808326257,91
3935,1418,27,1,107,340,131,0,,5,21,61.99118814929182,57
3936,1150,23,26,157,156,132,3,,6,2,105.14068864414999,32
3937,1427,9,50,0,33,12,20,,4,3,31.957484771804786,76
3938,1300,10,58,292,155,136,1,4.0393569462231245,3,21,83.31037692508748,59
3939,1330,19,45,216,386,881,14,,2,15,48.44387875061298,39
3940,1625,22,66,307,456,776,17,3.2172625510936115,9,28,102.63412583369546,88
3941,1424,15,54,243,376,448,11,1.8709502965241986,8,14,80.47240438902755,46
3942,1446,25,27,310,274,86,17,1.8928256516076356,8,20,78.12402190257873,50
3943,1520,1,35,259,243,230,1,,2,18,34.084957366397894,73
3944,1150,23,64,209,475,522,2,4.161463065631538,4,8,18.048959984878874,33
3945,1392,15,74,336,206,797,9,1.1602003946296886,2,11,105.78286890471651,70
3946,928,16,42,317,98,928,18,,9,20,42.40827673985799,80
3947,1022,23,17,16,185,922,8,3.4038026687864504,4,18,26.010531310191034,40
3948,920,21,72,161,128,31,13,,6,27,53.35480554466411,88
3949,1431,0,17,27,378,479,20,,6,6,57.743190260798045,65
3950,1234,5,7,351,458,354,11,2.392969659536733,6,24,30.190232787158454,70
3951,1395,8,36,18,230,777,16,3.7101236704939518,8,14,85.33251748445544,94
3952,1075,27,67,275,497,821,18,1.6589697791440625,3,25,17.173108366600346,34
3953,1311,23,4,233,399,143,0,1.0866565635510828,10,9,61.866346093853245,38
3954,1351,3,22,151,206,108,14,2.967125163597311,1,28,113.51235588745173,42
3955,1251,30,2,355,159,565,13,1.3272748745029168,7,8,114.36915465774732,49
3956,1163,30,55,64,394,299,9,4.8447570353020755,1,22,34.757536461497544,100
3957,1094,13,60,42,58,824,0,3.00832269976097,8,24,6.584669959224797,61
3958,976,5,41,237,397,48,9,1.8965154524394943,1,14,33.091503012772165,69
3959,1273,26,48,337,216,791,16,3.4542575739283023,8,21,107.59634367735839,37
3960,1325,24,27,327,397,58,8,1.9103187773652786,2,25,58.36430948872645,94
3961,1373,29,75,293,73,267,12,1.643375405181342,8,0,37.48863673458553,97
3962,1272,3,13,348,98,60,2,4.071215211677454,5,7,20.62842975153,40
3963,1115,26,33,182,352,388,11,,2,5,58.32738833299599,40
3964,1131,28,60,29,11,251,8,,8,8,27.748202225687223,49
3965,1163,11,48,349,240,303,0,4.175790577158402,6,6,48.69339008538663,70
3966,1540,2,83,343,79,210,3,,6,8,17.560383440953196,38
3967,1160,3,75,13,327,140,0,2.9552008540171606,4,23,51.23129378785008,56
3968,1313,1,4,184,446,131,5,,5,8,23.85427068452411,84
3969,1432,25,56,334,484,250,11,3.242152579591101,3,10,94.11980359858507,45
3970,1261,3,52,55,493,701,10,3.4846953621767582,10,9,36.065487969474475,48
3971,1320,13,89,43,273,281,10,2.7543533075806104,6,17,116.69101918291847,81
3972,1217,16,16,328,319,377,1,2.0788460627649537,10,18,98.9581711440637,69
3973,1594,30,4,93,409,196,4,,9,11,73.21361565179254,74
3974,1064,16,7,355,105,971,20,3.5793578377781756,9,16,8.479880196208311,33
3975,1414,29,63,161,23,893,15,3.033921065569816,10,21,106.48976108095762,87
3976,1491,25,27,184,132,807,9,2.4325141364584595,5,22,85.64166768965511,93
3977,1624,15,61,129,146,797,8,2.0581732629037996,10,7,8.901245521036534,84
3978,1373,9,6,24,222,8,12,4.495158866376702,3,12,39.229910059487224,85
3979,1074,4,85,234,186,825,11,2.9873563487123556,10,7,95.2930954611769,75
3980,1042,28,83,148,334,823,12,,2,4,18.94759239663198,62
3981,1047,0,59,80,440,369,8,2.4169110873680997,4,19,55.03234665844733,41
3982,1213,24,55,30,293,853,19,4.257037348227285,3,26,77.70681634891709,62
3983,1338,14,3,225,288,146,12,2.442275752676392,2,22,59.84627249922309,55
3984,1484,3,87,201,396,58,6,,1,20,99.90167153314506,68
3985,1440,7,86,324,305,520,16,,5,30,22.773804015605556,75
3986,1303,4,87,124,218,92,15,2.0583813062283043,7,23,35.19479471187425,69
3987,1405,19,89,181,364,638,11,3.932183876844465,2,5,56.591916556587094,54
3988,1252,23,13,252,363,895,9,4.452668835483417,3,14,88.87496141526174,97
3989,1057,7,16,74,477,699,8,1.645605570473589,10,30,28.99688299988137,46
3990,1389,15,49,52,236,418,8,4.065782239029234,5,1,36.98896850471279,79
3991,1129,10,84,187,50,82,5,1.9256250710678393,2,30,19.118506729265665,32
3992,1077,11,0,69,362,890,4,3.412404124794461,1,15,94.11866593906791,67
3993,970,21,81,173,300,365,5,4.728240237411522,3,14,94.68202920328122,83
3994,939,15,61,139,93,211,19,,5,6,109.72517133862507,59
3995,1295,26,81,233,99,748,4,3.0801184762534484,4,19,53.09652059167406,53
3996,1377,2,44,61,21,12,4,2.9588684273070873,3,2,34.60786310789476,62
3997,1140,30,89,267,197,979,18,2.5306307366863092,6,6,105.57743167223491,38
3998,983,11,45,243,127,114,0,1.0172056722734877,10,17,27.372722272066273,88
3999,1138,7,3,340,414,581,11,,10,6,101.74910986265513,89
4000,1169,14,29,53,66,626,15,4.55635312040161,5,30,14.848022090932977,69
4001,1468,16,43,26,457,785,5,2.815474053318549,6,19,78.47363315811374,33
4002,1280,16,19,210,278,733,0,,1,15,22.335482872087322,33
4003,1467,17,83,321,244,87,5,1.4849544919266306,10,27,91.54722114786611,65
4004,1497,11,23,125,305,658,10,4.0897029351533245,3,7,29.116076221089198,71
4005,1081,25,79,319,264,738,14,1.4599512058569197,6,14,95.79938483552135,33
4006,1140,6,21,100,7,838,17,1.22674846036332,7,27,5.347901783054937,66
4007,1452,30,8,238,172,12,5,3.936980583658094,2,30,30.41903393169368,33
4008,1085,1,56,262,320,559,13,2.3981943284176093,8,10,44.177639734139696,99
4009,983,10,0,300,173,588,3,1.1723765223227738,10,26,109.50415604069741,52
4010,1580,28,31,200,211,636,9,1.5117442442570037,3,16,54.36358310189116,73
4011,1104,3,69,63,147,785,4,,4,20,68.64587151329872,71
4012,1606,29,5,349,488,705,8,1.5849462779177883,8,28,49.3975967540658,54
4013,1564,29,37,309,445,206,18,1.4264767296834244,7,14,34.48711258467278,34
4014,956,14,71,347,286,688,13,3.943103368102081,6,17,41.18652903549107,64
4015,1591,19,9,44,27,404,20,2.7470173376122187,3,13,38.31514454786488,41
4016,1634,16,57,319,120,668,18,3.444600638531672,6,6,57.26911775292161,36
4017,1218,2,20,142,294,217,3,2.0638793515078455,10,16,119.80937124736813,63
4018,1500,7,56,279,7,276,14,,1,15,77.25061012622535,55
4019,995,12,44,34,410,521,14,4.145472722646742,3,13,108.4925324110899,47
4020,1404,24,6,112,342,992,5,1.833371191141008,6,24,62.07638732007242,48
4021,1571,11,49,247,94,74,4,1.0194386549849486,9,24,44.26255008318276,94
4022,916,27,73,178,403,601,3,1.5674460144531523,5,5,44.14821072811789,79
4023,1486,12,2,3,297,552,0,2.3345776175520827,8,25,66.83463278769403,82
4024,1631,20,77,23,357,976,6,,5,2,99.43267032261754,61
4025,1417,26,81,207,173,669,6,,9,10,54.873542258231154,98
4026,1123,8,78,347,308,879,14,4.21080450538369,1,23,62.308526986433826,35
4027,1174,13,5,12,255,278,12,,5,25,32.55553937304663,86
4028,1258,1,6,142,375,605,2,3.641904815679814,5,28,114.25691938122249,55
4029,1579,12,71,224,42,676,20,4.612896125959653,4,16,109.6988935827571,88
4030,1008,13,23,40,464,366,15,4.199962922962033,1,23,42.3789616251079,77
4031,987,26,64,223,219,124,16,,9,23,62.43932135682337,38
4032,958,8,21,250,259,370,7,2.00277018871388,10,16,62.565536603812006,52
4033,1009,13,26,362,132,702,18,,3,4,28.56974983276476,58
4034,1146,18,74,268,459,860,5,,10,25,7.738197048338719,89
4035,965,22,15,108,440,993,4,1.0268838193854188,5,30,63.817476814502925,74
4036,1141,13,58,247,36,372,8,,8,20,85.00895040992728,79
4037,1624,0,37,161,213,561,18,3.306921037570207,2,12,83.84655288726957,69
4038,1634,11,56,334,205,503,14,2.597994206315678,6,26,59.490927813584484,85
4039,1096,12,51,128,246,996,12,,6,4,5.9683747404471195,73
4040,1076,27,82,71,300,446,9,2.282621113257812,3,2,61.466315998375634,37
4041,1219,9,73,319,275,531,15,3.373138563582649,9,15,119.54783392334727,89
4042,1628,11,38,141,72,170,0,3.7477561742017143,9,11,84.61928955963339,83
4043,1623,28,77,87,304,846,17,3.7177542815255977,9,13,95.28903911889104,65
4044,1098,1,7,194,409,490,4,4.4433614301709135,7,6,72.17796906310055,61
4045,1359,5,11,131,126,56,6,,4,18,99.38753063411902,60
4046,1092,7,2,40,55,943,3,3.0332409221781824,1,12,45.66880042801107,94
4047,1347,17,41,175,267,510,10,3.7861182179912825,6,4,70.49401596307732,43
4048,1623,10,9,141,98,421,19,2.0118063493502767,8,22,114.67534262819201,57
4049,1126,10,9,231,490,585,17,,9,14,86.95120454895684,41
4050,926,21,30,168,178,992,12,4.655469495583416,7,28,33.4559256252703,56
4051,950,25,69,364,412,588,11,3.97819893172974,7,21,33.78864335159622,89
4052,1200,20,68,72,167,967,12,3.770002398570385,10,19,91.24679686175833,44
4053,1457,24,55,66,135,881,13,2.226075399929899,8,13,85.92333975532992,51
4054,1531,18,25,201,410,906,17,,7,16,103.9006754131397,44
4055,1542,15,75,234,97,444,15,4.3538290442884815,1,2,98.45508862986011,30
4056,1104,4,83,253,416,78,19,3.718701237041542,10,10,103.44708720471164,46
4057,1488,26,1,96,276,978,14,,3,3,94.22223898732943,76
4058,1394,20,9,292,21,649,8,3.9240387319478307,7,5,100.01987975124855,64
4059,1444,13,88,93,77,36,3,2.7000916423807833,4,20,96.07891583531722,57
4060,1006,21,45,18,267,159,9,,3,12,19.746074767028933,60
4061,1101,21,68,46,488,283,0,,8,10,41.037463051125165,97
4062,1382,26,36,33,344,280,5,,5,16,39.215465536766054,74
4063,1278,1,62,143,188,14,19,,4,30,26.171081694077767,36
4064,1367,27,74,327,481,903,18,2.862522483600482,3,8,36.03042211718552,68
4065,1234,29,25,44,12,929,19,,8,3,81.966581859329,52
4066,1560,7,86,168,359,706,7,1.516874604120579,8,15,77.40397523308526,58
4067,1258,15,55,181,175,263,14,2.7502842285416658,8,11,59.71875558723929,58
4068,1225,10,41,158,285,948,3,,2,5,109.550801104366,82
4069,1170,13,13,173,456,699,7,4.194548600074645,10,23,105.04560176034822,64
4070,1062,5,59,362,26,852,4,2.382983030643139,2,6,106.74075900978286,58
4071,1391,20,31,291,25,447,5,4.418711922790253,9,19,79.06391741194764,72
4072,927,16,23,147,415,457,15,,10,2,100.6048395494648,35
4073,1409,7,57,57,352,614,3,,8,11,73.9372514030214,76
4074,1333,10,59,341,471,89,9,1.3371031519702274,2,13,113.14743710632739,53
4075,940,5,4,361,200,876,20,2.3008102654826637,2,1,5.4433570241277165,65
4076,1558,26,32,97,201,257,6,2.1604055837088842,4,26,23.442329549089813,83
4077,971,18,11,129,75,160,0,2.8535541781559983,3,5,110.7825647462677,86
4078,975,12,64,122,163,160,14,4.388714004373547,9,28,106.48769017912228,87
4079,1608,29,69,163,342,493,3,,4,6,67.14680758357147,77
4080,1545,6,5,7,22,602,1,3.6624059505163316,4,20,117.17900373904945,73
4081,1225,16,54,330,490,487,14,2.1347451627995735,6,17,52.51660588285688,91
4082,1252,5,70,336,158,987,14,1.9653169002918873,5,25,53.43309866888874,57
4083,1254,7,23,364,146,839,12,4.155809967879602,7,27,104.34427101732508,66
4084,1075,30,8,171,151,766,13,2.3315876758422682,8,10,61.93423977838079,70
4085,1153,24,8,263,187,110,15,3.6984769519151683,6,22,98.95647183155103,76
4086,1583,29,74,209,167,808,13,,4,22,30.176709454401433,70
4087,988,4,23,291,431,404,8,3.5497104865214753,2,0,69.85467022934499,53
4088,1631,28,16,166,47,749,8,2.919828621083768,10,20,47.35060543943637,55
4089,921,14,82,66,117,496,12,2.0920631906416025,5,4,112.60708197511006,69
4090,1465,6,7,94,316,866,15,,2,7,95.85864987946543,49
4091,1556,5,75,286,73,124,0,1.8012643266231905,3,9,107.63657698465975,54
4092,1129,19,19,85,310,653,11,,5,18,50.32415209892049,47
4093,1196,17,33,13,235,824,13,3.6704589900865487,6,6,74.39759575769342,99
4094,980,14,68,108,337,672,9,2.61149774366341,10,0,10.784205454227788,86
4095,1301,16,19,159,155,408,13,2.5091431918014946,5,22,69.63094514256579,85
4096,1061,29,87,2,348,990,18,1.8414464449298529,7,16,23.258448213797703,75
4097,1543,28,2,271,167,343,18,,7,5,70.64937062429841,53
4098,1100,12,48,289,384,870,4,,3,10,56.51147860629101,50
4099,1597,15,31,323,484,311,13,4.280150583911356,10,22,24.049393418888087,37
4100,1405,23,87,138,239,181,6,3.719748593597512,5,20,33.911639233324195,85
4101,1424,13,50,53,23,361,3,2.193048703655461,7,2,67.8873211558363,78
4102,932,27,65,202,86,514,17,3.9552920087042387,9,22,65.00441797009722,90
4103,1060,30,78,86,139,995,8,4.939919479335,1,24,33.268096843516794,76
4104,1154,2,66,218,318,724,10,1.346710360930798,5,8,10.41074721336998,99
4105,1363,7,89,335,120,889,3,3.177822054256776,2,12,71.61974668680267,54
4106,1593,8,60,215,299,69,4,4.15994268412684,4,15,116.0389579220936,61
4107,1564,20,78,282,413,2,2,4.506631051234972,3,29,96.9768322124879,39
4108,940,12,27,49,256,782,11,,1,20,22.62830862889387,42
4109,1353,11,19,110,37,950,6,,7,20,92.38393760367727,57
4110,1084,21,8,149,393,4,18,1.3181979408252698,8,1,26.112962723573453,45
4111,1063,17,76,218,247,191,1,1.73172985382155,6,19,7.089303048104506,61
4112,967,3,84,233,248,650,10,3.3011804430928193,1,0,85.4029684190144,43
4113,1607,20,74,327,384,766,2,2.504872496986969,6,26,115.34073227354214,57
4114,1457,26,22,150,435,316,16,,4,25,104.34486734633143,91
4115,1318,3,47,37,160,291,15,3.475225839473871,2,14,117.28239966206962,37
4116,1624,28,88,282,231,11,4,3.132154761772225,3,28,8.815555736669157,62
4117,1428,1,5,319,121,672,16,,9,29,88.61537686170733,66
4118,1039,20,72,328,58,183,6,,7,21,83.34527240284658,33
