customer_id,total_months_subscribed,payments_made,failed_payment_count,days_overdue,total_revenue,avg_monthly_revenue,upgrade_count,downgrade_count,billing_cycle_day
3130,34,32,3,76,639.68,18.81,0,1,13
3131,40,40,0,0,1999.6,49.99,3,3,27
3132,49,48,1,4,959.52,19.58,5,1,6
3133,31,30,0,0,299.7,9.67,4,2,7
3134,39,39,1,20,1949.61,49.99,3,2,23
3135,42,40,3,84,399.6,9.51,0,3,1
3136,39,38,2,22,379.62,9.73,4,3,13
3137,53,51,1,33,2549.49,48.1,3,0,22
3138,42,40,3,32,399.6,9.51,4,3,7
3139,33,33,2,44,659.67,19.99,5,3,7
3140,39,37,2,41,1849.63,47.43,5,1,1
3141,45,44,0,0,879.56,19.55,4,3,3
3142,32,30,3,84,299.7,9.37,5,3,15
3143,52,50,0,0,499.5,9.61,4,2,2
3144,52,51,1,58,509.49,9.8,0,0,22
3145,31,29,0,0,579.71,18.7,5,3,8
3146,32,30,2,83,599.7,18.74,3,0,10
3147,40,38,2,19,759.62,18.99,2,3,16
3148,42,42,2,12,839.58,19.99,1,1,27
3149,37,37,2,37,739.63,19.99,2,1,20
3150,31,29,2,42,579.71,18.7,2,3,6
3151,49,48,3,48,2399.52,48.97,3,2,10
3152,53,51,0,0,509.49,9.61,3,1,2
3153,49,49,2,37,2449.51,49.99,0,1,2
3154,33,31,0,0,619.69,18.78,2,2,20
3155,31,30,1,15,299.7,9.67,2,0,1
3156,39,38,3,88,379.62,9.73,5,2,8
3157,53,51,1,8,509.49,9.61,1,0,21
3158,50,48,0,0,959.52,19.19,5,3,21
3159,52,51,1,25,509.49,9.8,1,0,4
3160,46,44,1,32,2199.56,47.82,0,2,24
3161,32,30,2,40,599.7,18.74,5,0,9
3162,42,42,0,0,2099.58,49.99,3,0,16
3163,42,42,1,81,419.58,9.99,1,1,21
3164,41,41,1,79,409.59,9.99,4,1,24
3165,35,34,1,48,339.66,9.7,4,0,13
3166,53,51,1,3,509.49,9.61,1,3,12
3167,34,34,2,15,1699.66,49.99,5,0,15
3168,49,48,1,67,479.52,9.79,4,0,24
3169,31,31,0,0,619.69,19.99,5,3,25
3170,39,37,3,15,369.63,9.48,0,3,3
3171,42,42,1,18,839.58,19.99,1,1,7
3172,42,42,0,0,2099.58,49.99,3,2,4
3173,39,39,0,0,779.61,19.99,3,1,5
3174,52,51,0,0,1019.49,19.61,2,2,22
3175,35,35,1,62,349.65,9.99,3,2,4
3176,50,49,0,0,2449.51,48.99,1,2,1
3177,36,34,3,74,679.66,18.88,3,2,10
3178,42,41,1,48,819.59,19.51,3,2,7
3179,41,39,0,0,779.61,19.01,1,2,7
3180,43,43,2,35,2149.57,49.99,0,3,9
3181,32,30,2,39,599.7,18.74,0,3,27
3182,45,45,0,0,899.55,19.99,0,3,3
3183,46,46,1,9,919.54,19.99,0,3,4
3184,50,49,0,0,489.51,9.79,5,1,24
3185,53,51,3,85,1019.49,19.24,0,2,5
3186,48,48,0,0,959.52,19.99,0,0,1
3187,37,36,2,39,719.64,19.45,3,1,20
3188,37,36,0,0,719.64,19.45,3,0,14
3189,41,40,0,0,399.6,9.75,4,3,9
3190,35,33,0,0,659.67,18.85,2,3,15
3191,50,50,1,26,2499.5,49.99,4,2,5
3192,45,43,1,23,2149.57,47.77,4,0,2
3193,45,44,3,79,439.56,9.77,4,2,16
3194,30,29,1,58,579.71,19.32,3,3,12
3195,39,38,1,8,1899.62,48.71,2,3,25
3196,47,45,0,0,899.55,19.14,5,0,9
3197,33,32,3,14,639.68,19.38,3,3,6
3198,44,43,1,31,2149.57,48.85,1,2,18
3199,31,29,3,17,579.71,18.7,0,0,11
3200,37,37,3,70,739.63,19.99,1,0,17
3201,47,45,3,5,449.55,9.56,0,2,12
3202,50,49,0,0,489.51,9.79,0,2,23
3203,50,49,1,66,489.51,9.79,2,1,4
3204,52,52,1,39,2599.48,49.99,4,3,22
3205,39,38,3,86,759.62,19.48,3,3,22
3206,48,46,2,16,919.54,19.16,3,1,4
3207,30,30,0,0,1499.7,49.99,2,3,23
3208,39,39,1,1,779.61,19.99,0,3,17
3209,51,50,1,51,999.5,19.6,2,0,20
3210,31,31,2,16,309.69,9.99,4,3,23
3211,43,42,1,56,2099.58,48.83,5,1,15
3212,31,29,1,10,289.71,9.35,1,3,4
3213,42,41,2,77,409.59,9.75,5,0,28
3214,30,30,1,19,299.7,9.99,1,3,19
3215,52,52,2,75,519.48,9.99,2,0,13
3216,35,34,0,0,339.66,9.7,1,0,23
3217,36,35,3,76,699.65,19.43,0,0,21
3218,44,44,2,13,439.56,9.99,5,0,20
3219,44,43,3,84,859.57,19.54,3,2,20
3220,49,48,3,16,479.52,9.79,0,3,3
3221,30,29,0,0,289.71,9.66,5,0,10
3222,30,29,3,65,579.71,19.32,0,2,15
3223,30,30,2,30,1499.7,49.99,5,3,15
3224,32,32,0,0,1599.68,49.99,2,1,17
3225,48,48,1,83,2399.52,49.99,1,3,10
3226,42,42,1,56,839.58,19.99,4,1,6
3227,37,36,3,39,719.64,19.45,0,0,20
3228,47,45,2,14,899.55,19.14,3,3,6
3229,50,49,3,25,979.51,19.59,1,0,3
3230,47,47,0,0,469.53,9.99,0,0,20
3231,49,49,2,43,979.51,19.99,4,3,16
3232,46,45,2,75,449.55,9.77,1,3,13
3233,37,36,0,0,719.64,19.45,2,3,7
3234,53,53,3,56,1059.47,19.99,4,2,11
3235,42,41,2,73,409.59,9.75,2,0,5
3236,35,35,2,15,349.65,9.99,5,3,8
3237,35,33,3,86,329.67,9.42,0,3,18
3238,42,42,2,29,2099.58,49.99,2,3,8
3239,38,36,0,0,359.64,9.46,4,0,1
3240,35,33,3,47,329.67,9.42,0,0,18
3241,50,48,0,0,2399.52,47.99,2,2,18
3242,33,33,2,80,659.67,19.99,5,3,8
3243,51,51,2,46,509.49,9.99,1,3,21
3244,52,50,0,0,499.5,9.61,2,3,15
3245,44,42,0,0,419.58,9.54,5,1,17
3246,41,41,3,28,409.59,9.99,4,0,1
3247,38,36,1,53,359.64,9.46,5,3,9
3248,36,35,2,56,699.65,19.43,4,1,3
3249,40,38,1,63,1899.62,47.49,5,3,14
3250,40,39,1,6,779.61,19.49,0,3,16
3251,35,33,0,0,659.67,18.85,5,1,9
3252,52,51,3,36,509.49,9.8,3,2,6
3253,50,50,1,21,499.5,9.99,0,0,6
3254,43,43,2,56,2149.57,49.99,0,1,8
3255,32,30,1,50,299.7,9.37,2,3,14
3256,52,50,0,0,2499.5,48.07,2,0,22
3257,39,39,2,70,779.61,19.99,3,0,26
3258,38,37,0,0,1849.63,48.67,1,1,7
3259,31,30,0,0,299.7,9.67,4,3,18
3260,37,36,3,35,359.64,9.72,1,2,11
3261,42,42,0,0,839.58,19.99,2,3,26
3262,50,50,2,9,999.5,19.99,3,2,2
3263,35,34,3,9,339.66,9.7,5,2,8
3264,32,31,2,66,1549.69,48.43,1,1,5
3265,34,34,2,36,339.66,9.99,2,1,17
3266,48,48,0,0,479.52,9.99,0,3,20
3267,50,49,3,49,979.51,19.59,3,3,22
3268,39,37,2,2,739.63,18.96,2,3,3
3269,37,37,3,52,1849.63,49.99,4,1,21
3270,52,51,2,66,1019.49,19.61,4,2,3
3271,50,49,1,42,489.51,9.79,1,0,6
3272,37,35,3,55,699.65,18.91,0,0,22
3273,49,47,1,65,469.53,9.58,5,3,14
3274,44,44,1,55,879.56,19.99,2,1,24
3275,49,49,0,0,979.51,19.99,5,1,7
3276,49,48,1,12,479.52,9.79,3,0,6
3277,43,42,1,26,839.58,19.53,3,2,15
3278,30,28,1,30,559.72,18.66,2,1,28
3279,47,45,1,83,899.55,19.14,5,1,17
3280,42,42,1,37,839.58,19.99,4,2,23
3281,36,34,3,52,339.66,9.44,0,1,5
3282,45,45,0,0,449.55,9.99,2,0,5
3283,52,52,2,20,519.48,9.99,5,1,24
3284,46,46,2,24,459.54,9.99,4,3,13
3285,47,47,2,48,939.53,19.99,4,0,7
3286,33,31,2,30,1549.69,46.96,1,3,28
3287,35,34,3,10,679.66,19.42,3,3,7
3288,45,43,1,22,859.57,19.1,3,1,8
3289,50,48,3,69,959.52,19.19,5,2,24
3290,33,33,0,0,329.67,9.99,5,1,13
3291,44,42,2,84,2099.58,47.72,4,2,25
3292,33,33,0,0,1649.67,49.99,5,1,4
3293,36,34,0,0,679.66,18.88,1,3,11
3294,51,50,3,53,499.5,9.79,3,0,2
3295,37,36,1,4,719.64,19.45,1,3,10
3296,32,31,0,0,309.69,9.68,0,3,16
3297,48,47,1,88,939.53,19.57,2,3,25
3298,34,33,2,72,1649.67,48.52,2,3,23
3299,34,34,2,65,339.66,9.99,5,3,2
3300,49,47,3,80,2349.53,47.95,0,3,23
3301,48,47,2,84,2349.53,48.95,5,2,13
3302,32,31,0,0,1549.69,48.43,4,3,9
3303,33,33,2,62,659.67,19.99,2,2,4
3304,34,33,3,54,329.67,9.7,5,0,23
3305,43,43,0,0,859.57,19.99,4,3,23
3306,35,35,3,41,699.65,19.99,5,1,15
3307,53,53,1,69,529.47,9.99,4,1,12
3308,53,53,0,0,1059.47,19.99,5,2,26
3309,51,50,3,85,999.5,19.6,2,0,1
3310,53,52,1,64,519.48,9.8,5,3,8
3311,32,32,3,76,319.68,9.99,0,0,2
3312,35,34,3,78,339.66,9.7,3,2,18
3313,45,43,2,40,859.57,19.1,0,0,25
3314,32,31,1,31,619.69,19.37,3,3,14
3315,47,46,0,0,459.54,9.78,3,3,5
3316,35,33,2,25,1649.67,47.13,4,3,14
3317,40,38,1,77,379.62,9.49,3,1,3
3318,33,33,0,0,659.67,19.99,0,2,1
3319,32,30,1,67,599.7,18.74,0,2,10
3320,53,53,3,58,1059.47,19.99,2,1,7
3321,37,36,0,0,359.64,9.72,2,2,2
3322,33,31,0,0,1549.69,46.96,1,2,2
3323,36,35,3,76,1749.65,48.6,0,2,15
3324,44,43,0,0,859.57,19.54,5,2,26
3325,32,32,1,85,639.68,19.99,4,2,13
3326,44,42,3,69,419.58,9.54,5,0,10
3327,38,36,1,27,719.64,18.94,3,0,4
3328,46,45,1,47,899.55,19.56,2,2,2
3329,31,31,2,35,619.69,19.99,2,2,10
3330,40,40,2,19,799.6,19.99,5,2,19
3331,44,44,3,38,879.56,19.99,5,1,9
3332,39,38,1,88,379.62,9.73,4,1,23
3333,52,50,1,61,499.5,9.61,2,3,28
3334,31,30,2,71,299.7,9.67,5,3,11
3335,52,52,0,0,519.48,9.99,1,1,12
3336,49,49,2,15,979.51,19.99,2,0,26
3337,39,38,3,45,759.62,19.48,4,2,23
3338,40,39,3,45,779.61,19.49,0,1,4
3339,38,36,0,0,719.64,18.94,0,2,24
3340,38,36,0,0,719.64,18.94,2,1,17
3341,47,46,1,51,459.54,9.78,0,1,18
3342,43,42,3,61,419.58,9.76,2,3,9
3343,33,33,0,0,329.67,9.99,4,1,9
3344,49,48,2,79,959.52,19.58,2,0,11
3345,44,42,0,0,419.58,9.54,1,1,23
3346,43,43,1,18,429.57,9.99,5,0,20
3347,42,41,3,48,819.59,19.51,0,1,6
3348,41,40,0,0,1999.6,48.77,4,3,25
3349,50,49,3,83,979.51,19.59,0,1,7
3350,42,41,3,32,819.59,19.51,1,3,10
3351,37,36,3,23,719.64,19.45,4,3,25
3352,35,33,1,65,659.67,18.85,2,0,11
3353,51,50,2,34,999.5,19.6,1,1,5
3354,43,43,3,21,2149.57,49.99,4,3,1
3355,46,44,3,69,439.56,9.56,3,2,19
3356,38,36,1,85,359.64,9.46,1,0,25
3357,50,50,3,10,499.5,9.99,5,2,12
3358,45,43,3,34,859.57,19.1,3,0,11
3359,39,38,1,46,1899.62,48.71,2,0,6
3360,46,45,2,19,449.55,9.77,3,0,27
3361,49,49,3,34,489.51,9.99,0,2,12
3362,51,49,3,25,2449.51,48.03,1,3,17
3363,52,51,0,0,1019.49,19.61,1,0,23
3364,44,43,0,0,859.57,19.54,5,1,12
3365,41,39,1,35,1949.61,47.55,2,3,23
3366,33,33,3,36,659.67,19.99,4,3,4
3367,40,40,0,0,799.6,19.99,4,2,4
3368,46,44,0,0,439.56,9.56,5,0,25
3369,49,48,2,2,479.52,9.79,3,0,13
3370,43,43,0,0,859.57,19.99,2,0,16
3371,34,32,0,0,639.68,18.81,4,3,2
3372,44,44,3,14,2199.56,49.99,2,2,20
3373,48,47,1,19,2349.53,48.95,0,1,16
3374,49,48,2,33,2399.52,48.97,2,0,27
3375,37,35,1,44,349.65,9.45,4,2,5
3376,37,35,3,36,1749.65,47.29,0,3,9
3377,38,37,0,0,739.63,19.46,4,1,3
3378,37,35,0,0,349.65,9.45,5,2,16
3379,44,42,3,30,839.58,19.08,0,0,8
3380,37,35,0,0,349.65,9.45,0,1,7
3381,53,53,3,1,529.47,9.99,1,2,25
3382,51,49,2,47,2449.51,48.03,3,2,8
3383,41,41,3,34,819.59,19.99,5,1,28
3384,37,35,1,87,349.65,9.45,3,0,4
3385,39,39,2,50,779.61,19.99,4,3,3
3386,46,45,0,0,2249.55,48.9,4,2,2
3387,47,46,3,54,919.54,19.56,4,3,20
3388,34,34,0,0,339.66,9.99,3,1,15
3389,42,41,3,86,409.59,9.75,2,1,17
3390,53,53,0,0,529.47,9.99,1,3,21
3391,52,51,1,25,2549.49,49.03,0,0,15
3392,45,45,0,0,899.55,19.99,2,2,13
3393,37,37,0,0,739.63,19.99,3,0,4
3394,34,33,2,87,659.67,19.4,4,1,15
3395,32,30,1,2,1499.7,46.87,0,3,22
3396,31,31,3,90,619.69,19.99,4,3,26
3397,38,38,2,69,759.62,19.99,4,0,25
3398,44,42,3,33,419.58,9.54,3,3,12
3399,36,34,0,0,339.66,9.44,3,2,10
3400,54,52,0,0,2599.48,48.14,0,2,6
3401,51,51,3,73,2549.49,49.99,4,2,15
3402,39,39,1,70,1949.61,49.99,5,1,9
3403,50,48,1,72,2399.52,47.99,0,1,20
3404,45,43,2,4,2149.57,47.77,2,2,12
3405,42,41,0,0,819.59,19.51,1,2,20
3406,40,40,2,7,1999.6,49.99,0,0,12
3407,42,40,1,76,799.6,19.04,3,1,7
3408,53,52,0,0,519.48,9.8,0,2,15
3409,41,41,3,63,409.59,9.99,4,2,4
3410,52,50,2,12,2499.5,48.07,3,2,7
3411,35,33,1,13,329.67,9.42,5,0,10
3412,35,35,0,0,1749.65,49.99,4,1,27
3413,48,46,2,47,459.54,9.57,0,3,9
3414,42,41,1,31,409.59,9.75,5,2,4
3415,35,34,3,5,339.66,9.7,1,0,3
3416,44,43,3,43,429.57,9.76,5,0,28
3417,52,50,1,2,499.5,9.61,4,1,9
3418,41,40,0,0,399.6,9.75,3,3,6
3419,37,36,1,20,1799.64,48.64,3,2,19
3420,39,37,2,49,369.63,9.48,0,1,18
3421,35,34,1,75,339.66,9.7,1,1,4
3422,45,43,1,23,429.57,9.55,0,0,18
3423,33,31,0,0,619.69,18.78,5,2,18
3424,31,29,0,0,579.71,18.7,5,3,13
3425,33,33,1,70,659.67,19.99,0,1,13
3426,50,48,1,78,479.52,9.59,0,3,4
3427,50,49,0,0,489.51,9.79,4,2,15
3428,51,50,1,39,999.5,19.6,3,1,23
3429,41,41,3,89,2049.59,49.99,2,0,20
3430,41,39,0,0,389.61,9.5,2,2,17
3431,43,42,0,0,839.58,19.53,5,0,7
3432,35,33,0,0,329.67,9.42,4,1,15
3433,42,42,3,32,419.58,9.99,0,3,10
3434,49,47,3,42,939.53,19.17,2,3,7
3435,47,46,0,0,919.54,19.56,0,0,7
3436,34,33,0,0,329.67,9.7,4,2,17
3437,37,37,2,40,369.63,9.99,5,2,21
3438,40,39,1,11,1949.61,48.74,4,3,17
3439,37,37,3,71,1849.63,49.99,2,1,7
3440,53,53,2,56,2649.47,49.99,4,1,8
3441,53,52,0,0,1039.48,19.61,0,3,12
3442,53,53,3,51,1059.47,19.99,1,2,7
3443,50,50,1,12,499.5,9.99,0,2,24
3444,30,30,0,0,299.7,9.99,1,0,25
3445,43,41,3,39,819.59,19.06,5,3,13
3446,38,37,2,79,739.63,19.46,5,2,14
3447,36,34,3,48,339.66,9.44,0,2,8
3448,39,38,1,66,1899.62,48.71,5,3,24
3449,49,48,0,0,479.52,9.79,4,1,23
3450,34,34,0,0,339.66,9.99,0,1,26
3451,37,37,2,63,369.63,9.99,1,1,20
3452,49,47,2,43,939.53,19.17,1,1,23
3453,43,42,0,0,419.58,9.76,5,2,8
3454,33,32,2,64,319.68,9.69,0,2,8
3455,43,41,1,82,819.59,19.06,1,2,10
3456,49,48,0,0,959.52,19.58,2,0,18
3457,41,39,2,59,779.61,19.01,5,1,22
3458,33,31,0,0,309.69,9.38,3,0,21
3459,44,42,0,0,839.58,19.08,5,0,2
3460,34,34,1,60,679.66,19.99,3,1,23
3461,43,41,3,9,409.59,9.53,0,2,3
3462,37,35,2,84,1749.65,47.29,1,1,19
3463,37,37,3,36,739.63,19.99,3,2,20
3464,36,35,1,32,349.65,9.71,3,2,12
3465,37,37,1,22,1849.63,49.99,0,2,7
3466,30,29,1,49,1449.71,48.32,2,1,1
3467,35,35,1,38,1749.65,49.99,1,0,19
3468,44,44,1,3,879.56,19.99,2,1,28
3469,38,38,3,29,379.62,9.99,2,3,20
3470,54,52,0,0,519.48,9.62,1,1,10
3471,42,42,2,74,839.58,19.99,1,3,1
3472,43,42,3,36,2099.58,48.83,2,1,22
3473,31,29,2,35,579.71,18.7,2,2,2
3474,50,50,1,59,2499.5,49.99,0,0,28
3475,40,40,1,64,399.6,9.99,4,2,21
3476,34,33,0,0,659.67,19.4,5,1,18
3477,44,42,0,0,2099.58,47.72,3,1,25
3478,31,30,1,34,599.7,19.35,5,2,27
3479,33,33,0,0,1649.67,49.99,0,3,14
3480,53,52,3,80,1039.48,19.61,1,3,2
3481,34,34,0,0,679.66,19.99,0,3,10
3482,38,36,2,79,719.64,18.94,2,0,5
3483,45,45,1,53,2249.55,49.99,3,1,8
3484,32,31,2,8,619.69,19.37,2,0,24
3485,34,33,2,42,329.67,9.7,3,2,21
3486,34,33,0,0,659.67,19.4,2,3,25
3487,46,45,0,0,899.55,19.56,5,0,27
3488,52,51,1,45,509.49,9.8,0,3,9
3489,34,34,0,0,679.66,19.99,1,3,18
3490,38,36,0,0,359.64,9.46,4,1,27
3491,48,46,1,87,919.54,19.16,4,2,4
3492,36,34,1,46,1699.66,47.21,1,0,18
3493,33,32,2,64,639.68,19.38,3,2,3
3494,33,33,2,38,1649.67,49.99,3,1,17
3495,41,41,1,33,409.59,9.99,4,2,7
3496,49,48,0,0,2399.52,48.97,3,1,8
3497,31,29,3,45,289.71,9.35,0,2,2
3498,46,46,0,0,459.54,9.99,5,1,17
3499,53,51,2,62,2549.49,48.1,4,1,22
3500,35,35,2,19,699.65,19.99,0,2,3
3501,30,30,3,58,299.7,9.99,4,2,28
3502,50,48,3,26,2399.52,47.99,3,1,2
3503,48,46,1,43,919.54,19.16,2,1,7
3504,54,53,1,25,2649.47,49.06,0,2,16
3505,39,37,1,77,739.63,18.96,4,2,3
3506,43,42,0,0,839.58,19.53,4,0,24
3507,40,38,3,13,759.62,18.99,0,1,7
3508,49,48,1,75,479.52,9.79,4,1,1
3509,40,38,3,3,759.62,18.99,0,2,25
3510,31,29,2,29,579.71,18.7,0,2,9
3511,47,46,3,49,459.54,9.78,5,1,7
3512,40,40,1,27,399.6,9.99,1,3,23
3513,37,37,0,0,369.63,9.99,4,0,15
3514,33,31,0,0,1549.69,46.96,0,0,19
3515,38,37,2,8,739.63,19.46,1,2,9
3516,52,52,1,73,1039.48,19.99,5,3,21
3517,30,29,3,81,1449.71,48.32,0,2,11
3518,49,49,1,57,979.51,19.99,2,0,2
3519,36,34,0,0,1699.66,47.21,0,0,22
3520,47,45,2,75,449.55,9.56,4,1,26
3521,35,33,3,82,329.67,9.42,0,2,20
3522,43,42,3,51,839.58,19.53,4,3,26
3523,32,30,2,37,599.7,18.74,5,0,8
3524,38,37,1,38,1849.63,48.67,0,3,23
3525,36,34,1,3,679.66,18.88,1,3,25
3526,41,39,2,32,389.61,9.5,0,0,2
3527,43,43,1,20,859.57,19.99,2,2,1
3528,48,46,2,78,919.54,19.16,0,1,19
3529,39,39,3,28,389.61,9.99,4,2,10
3530,36,35,0,0,699.65,19.43,2,1,4
3531,43,43,2,55,2149.57,49.99,0,3,24
3532,36,36,3,13,1799.64,49.99,5,1,10
3533,42,41,2,30,819.59,19.51,1,1,17
3534,31,30,2,47,299.7,9.67,4,1,22
3535,31,30,1,60,299.7,9.67,0,2,18
3536,32,32,1,88,639.68,19.99,4,3,4
3537,31,29,2,4,579.71,18.7,1,0,15
3538,45,44,0,0,439.56,9.77,5,1,2
3539,33,32,2,33,319.68,9.69,2,2,1
3540,38,37,2,48,1849.63,48.67,0,1,11
3541,48,48,0,0,2399.52,49.99,5,2,10
3542,46,45,2,19,899.55,19.56,1,0,8
3543,45,44,0,0,439.56,9.77,5,2,1
3544,35,33,0,0,329.67,9.42,5,1,25
3545,44,43,3,51,429.57,9.76,1,1,9
3546,47,46,3,71,919.54,19.56,5,3,17
3547,44,44,0,0,439.56,9.99,5,0,11
3548,44,43,0,0,2149.57,48.85,2,3,17
3549,30,30,2,81,1499.7,49.99,1,1,17
3550,47,45,1,65,449.55,9.56,2,1,17
3551,31,30,0,0,599.7,19.35,1,3,11
3552,30,28,3,62,559.72,18.66,5,1,16
3553,38,38,0,0,1899.62,49.99,4,0,1
3554,43,43,0,0,2149.57,49.99,0,3,28
3555,38,37,1,88,369.63,9.73,3,1,24
3556,42,41,1,82,409.59,9.75,0,0,4
3557,35,35,0,0,699.65,19.99,4,0,19
3558,45,44,0,0,879.56,19.55,4,1,25
3559,44,44,3,65,439.56,9.99,2,0,8
3560,50,49,1,64,979.51,19.59,1,2,20
3561,35,33,2,34,659.67,18.85,3,2,22
3562,31,29,2,37,289.71,9.35,4,3,17
3563,36,34,2,70,1699.66,47.21,0,0,20
3564,41,39,2,55,389.61,9.5,2,2,13
3565,41,39,3,33,779.61,19.01,0,3,14
3566,42,42,2,48,839.58,19.99,2,2,24
3567,49,47,3,82,469.53,9.58,3,0,2
3568,44,43,3,2,859.57,19.54,0,3,15
3569,53,51,0,0,1019.49,19.24,4,0,24
3570,44,42,1,35,2099.58,47.72,5,2,22
3571,52,51,3,43,509.49,9.8,4,0,6
3572,42,40,3,11,799.6,19.04,4,3,6
3573,39,38,3,78,759.62,19.48,3,3,16
3574,32,32,2,15,639.68,19.99,5,1,26
3575,45,43,0,0,2149.57,47.77,2,3,4
3576,38,36,1,29,359.64,9.46,2,2,13
3577,47,45,3,8,449.55,9.56,5,0,9
3578,47,47,2,53,939.53,19.99,2,0,26
3579,36,36,0,0,359.64,9.99,4,0,12
3580,45,44,2,31,2199.56,48.88,4,1,4
3581,35,33,1,14,659.67,18.85,1,1,2
3582,30,30,0,0,599.7,19.99,4,0,13
3583,45,44,3,33,2199.56,48.88,3,0,7
3584,50,50,0,0,999.5,19.99,3,2,14
3585,50,48,0,0,959.52,19.19,1,0,22
3586,33,33,2,8,329.67,9.99,3,1,14
3587,34,33,2,76,329.67,9.7,0,3,9
3588,46,46,2,42,459.54,9.99,2,3,17
3589,46,44,2,77,879.56,19.12,2,3,13
3590,52,52,3,21,1039.48,19.99,2,3,14
3591,31,31,3,25,309.69,9.99,5,0,9
3592,36,36,3,88,719.64,19.99,3,0,18
3593,46,46,0,0,459.54,9.99,1,1,1
3594,32,31,1,7,1549.69,48.43,3,2,19
3595,46,44,2,65,439.56,9.56,5,3,19
3596,52,51,0,0,2549.49,49.03,2,0,1
3597,51,51,1,4,1019.49,19.99,1,2,18
3598,40,40,3,54,799.6,19.99,2,3,3
3599,43,41,1,21,409.59,9.53,4,1,7
3600,38,36,3,16,1799.64,47.36,3,3,24
3601,51,51,0,0,509.49,9.99,0,3,21
3602,31,31,0,0,619.69,19.99,0,3,15
3603,50,50,2,66,2499.5,49.99,0,1,27
3604,54,54,0,0,2699.46,49.99,4,1,9
3605,35,33,0,0,659.67,18.85,1,0,14
3606,49,49,2,12,2449.51,49.99,1,0,20
3607,40,40,0,0,799.6,19.99,0,3,26
3608,32,31,1,14,309.69,9.68,0,0,8
3609,38,36,0,0,719.64,18.94,0,1,13
3610,38,37,1,41,369.63,9.73,5,3,2
3611,32,30,3,56,299.7,9.37,5,1,3
3612,47,47,3,53,939.53,19.99,0,1,17
3613,44,43,0,0,859.57,19.54,5,3,1
3614,43,41,3,39,409.59,9.53,1,0,24
3615,44,43,1,75,2149.57,48.85,4,0,9
3616,32,31,0,0,309.69,9.68,0,2,19
3617,52,51,1,45,2549.49,49.03,2,2,19
3618,51,49,3,72,2449.51,48.03,0,0,11
3619,32,32,2,71,1599.68,49.99,0,0,9
3620,35,33,0,0,1649.67,47.13,4,0,5
3621,46,46,2,2,459.54,9.99,1,3,11
3622,36,35,2,8,699.65,19.43,2,0,22
3623,53,53,0,0,529.47,9.99,0,2,12
3624,48,48,2,44,479.52,9.99,5,0,9
3625,40,40,0,0,799.6,19.99,5,1,9
3626,48,47,2,61,469.53,9.78,3,3,9
3627,53,52,1,64,2599.48,49.05,3,1,5
3628,41,40,2,41,1999.6,48.77,0,3,15
3629,37,36,1,6,359.64,9.72,2,1,3
3630,48,47,1,15,939.53,19.57,0,2,4
3631,44,42,1,31,839.58,19.08,0,3,22
3632,53,51,1,51,2549.49,48.1,5,2,28
3633,54,52,2,42,1039.48,19.25,0,2,8
3634,44,44,0,0,439.56,9.99,3,1,7
3635,35,35,3,64,699.65,19.99,1,0,18
3636,34,32,1,87,639.68,18.81,1,1,18
3637,51,49,1,65,2449.51,48.03,5,2,1
3638,43,41,1,55,409.59,9.53,2,1,12
3639,44,44,0,0,439.56,9.99,0,3,21
3640,39,39,0,0,1949.61,49.99,5,3,11
3641,32,31,3,64,1549.69,48.43,5,3,10
3642,36,35,3,22,1749.65,48.6,5,0,13
3643,36,34,0,0,679.66,18.88,0,0,28
3644,37,35,2,70,699.65,18.91,2,0,19
3645,50,48,0,0,959.52,19.19,2,1,5
3646,37,37,1,62,369.63,9.99,3,0,7
3647,38,37,2,58,739.63,19.46,5,0,28
3648,45,43,2,59,429.57,9.55,1,2,28
3649,48,47,3,10,469.53,9.78,1,3,16
3650,50,49,1,68,2449.51,48.99,0,3,24
3651,43,41,0,0,409.59,9.53,0,0,3
3652,49,48,2,56,2399.52,48.97,3,0,16
3653,39,39,3,70,389.61,9.99,2,1,21
3654,32,31,2,27,309.69,9.68,4,3,3
3655,45,43,3,71,859.57,19.1,2,3,23
3656,48,48,0,0,959.52,19.99,2,0,12
3657,54,53,1,37,1059.47,19.62,5,2,17
3658,43,43,3,39,2149.57,49.99,5,0,20
3659,44,43,2,43,429.57,9.76,1,3,11
3660,35,34,1,78,1699.66,48.56,2,1,13
3661,31,30,0,0,299.7,9.67,0,2,18
3662,48,46,1,1,2299.54,47.91,2,1,19
3663,48,48,0,0,959.52,19.99,5,1,15
3664,33,31,3,46,1549.69,46.96,4,1,28
3665,32,32,3,9,639.68,19.99,5,0,10
3666,40,39,1,38,389.61,9.74,2,1,23
3667,40,38,3,53,1899.62,47.49,2,2,6
3668,37,35,1,31,349.65,9.45,3,0,21
3669,43,43,3,66,429.57,9.99,4,3,28
3670,51,51,0,0,2549.49,49.99,2,0,19
3671,41,40,2,56,399.6,9.75,3,2,10
3672,31,30,1,82,299.7,9.67,3,0,21
3673,51,50,2,22,999.5,19.6,1,0,18
3674,48,47,0,0,2349.53,48.95,4,1,25
3675,49,47,0,0,469.53,9.58,3,2,13
3676,38,37,0,0,739.63,19.46,5,1,16
3677,43,41,3,52,819.59,19.06,0,2,20
3678,46,46,0,0,2299.54,49.99,1,0,16
3679,54,54,0,0,2699.46,49.99,5,1,22
3680,45,45,0,0,899.55,19.99,3,3,23
